Job_ID,Job_Role,Skills,Skill_Count,Experience,Experience_Level,Target_Students,Domain,Source,Companies,Projects,Salary_Range,Salary_Min,Salary_Max,Salary_Avg,Has_Salary_Data,Embedding_Text
203,Interior Designer,"AutoCAD, SketchUp, Creativity, Color Theory, Space Planning, Presentation, Communication",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Interior Designer. Skills: AutoCAD, SketchUp, Creativity, Color Theory, Space Planning, Presentation, Communication. Experience: Entry-level (0-2 years). Domain: Non-Technical"
204,Fashion Designer,"Sketching, Textile Knowledge, CAD for Fashion, Creativity, Color Theory, Sewing, Trend Analysis",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Fashion Designer. Skills: Sketching, Textile Knowledge, CAD for Fashion, Creativity, Color Theory, Sewing, Trend Analysis. Experience: Entry-level (0-2 years). Domain: Non-Technical"
205,Graphic Designer,"Photoshop, Illustrator, Creativity, Branding, Typography, Layout Design, Communication",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Graphic Designer. Skills: Photoshop, Illustrator, Creativity, Branding, Typography, Layout Design, Communication. Experience: Entry-level (0-2 years). Domain: Non-Technical"
206,UI/UX Designer,"Figma, Wireframing, Prototyping, User Research, Usability Testing, Communication, Problem Solving",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: UI/UX Designer. Skills: Figma, Wireframing, Prototyping, User Research, Usability Testing, Communication, Problem Solving. Experience: Entry-level (0-2 years). Domain: Non-Technical"
207,Digital Marketing Executive,"SEO, Google Analytics, Social Media Management, Content Creation, Email Marketing, Copywriting, Communication",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Digital Marketing Executive. Skills: SEO, Google Analytics, Social Media Management, Content Creation, Email Marketing, Copywriting, Communication. Experience: Entry-level (0-2 years). Domain: Non-Technical"
208,Content Writer,"Creative Writing, Research, SEO, Proofreading, Editing, Communication, Storytelling, Time Management",8,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Content Writer. Skills: Creative Writing, Research, SEO, Proofreading, Editing, Communication, Storytelling, Time Management. Experience: Entry-level (0-2 years). Domain: Non-Technical"
209,Technical Writer,"Documentation, Research, Communication, MS Office, Problem Solving, Editing, Attention to Detail",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Technical Writer. Skills: Documentation, Research, Communication, MS Office, Problem Solving, Editing, Attention to Detail. Experience: Entry-level (0-2 years). Domain: Non-Technical"
210,Finance Analyst,"Accounting, Financial Modeling, Excel, Reporting, Corporate Finance, Valuation, Communication, Problem Solving",8,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Finance Analyst. Skills: Accounting, Financial Modeling, Excel, Reporting, Corporate Finance, Valuation, Communication, Problem Solving. Experience: Entry-level (0-2 years). Domain: Finance"
211,Investment Banking Intern,"Financial Modeling, Excel, Market Analysis, Valuation, Corporate Finance, Reporting, Communication",7,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Investment Banking Intern. Skills: Financial Modeling, Excel, Market Analysis, Valuation, Corporate Finance, Reporting, Communication. Experience: Entry-level (0-2 years). Domain: Finance"
212,Accounting Assistant,"Excel, Bookkeeping, Ledger Management, Accounting Principles, Documentation, Attention to Detail",6,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Accounting Assistant. Skills: Excel, Bookkeeping, Ledger Management, Accounting Principles, Documentation, Attention to Detail. Experience: Entry-level (0-2 years). Domain: Finance"
213,HR Intern,"HR Policies, Recruitment Basics, Screening Resumes, Communication, MS Office, Employee Engagement",6,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: HR Intern. Skills: HR Policies, Recruitment Basics, Screening Resumes, Communication, MS Office, Employee Engagement. Experience: Entry-level (0-2 years). Domain: Non-Technical"
214,Event Management Intern,"Planning, Coordination, Communication, Vendor Management, Budgeting, Creativity, Teamwork",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Event Management Intern. Skills: Planning, Coordination, Communication, Vendor Management, Budgeting, Creativity, Teamwork. Experience: Entry-level (0-2 years). Domain: Non-Technical"
215,Social Media Intern,"Content Creation, Scheduling, Analytics, SEO, Creativity, Communication, Graphic Design Basics",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Social Media Intern. Skills: Content Creation, Scheduling, Analytics, SEO, Creativity, Communication, Graphic Design Basics. Experience: Entry-level (0-2 years). Domain: Non-Technical"
216,Game Developer,"Unity, C#, Game Logic, 3D Modelling, Physics, Animation, Problem Solving, Debugging, Collaboration",9,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Game Developer. Skills: Unity, C#, Game Logic, 3D Modelling, Physics, Animation, Problem Solving, Debugging, Collaboration. Experience: Entry-level (0-2 years). Domain: Technical"
217,Game Designer,"Game Logic, Unity, Storyboarding, Creativity, UI/UX, 3D Modelling, Problem Solving, Teamwork",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Game Designer. Skills: Game Logic, Unity, Storyboarding, Creativity, UI/UX, 3D Modelling, Problem Solving, Teamwork. Experience: Entry-level (0-2 years). Domain: Technical"
218,Cloud DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD, Terraform, Linux, Scripting, Problem Solving",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Cloud DevOps Engineer. Skills: AWS, Docker, Kubernetes, CI/CD, Terraform, Linux, Scripting, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
219,Cybersecurity Analyst,"Networking, Penetration Testing, Python, Ethical Hacking, Security Protocols, Incident Response",6,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Cybersecurity Analyst. Skills: Networking, Penetration Testing, Python, Ethical Hacking, Security Protocols, Incident Response. Experience: Entry-level (0-2 years). Domain: Technical"
220,Ethical Hacker,"Kali Linux, Python, Networking, Vulnerability Assessment, Pen Testing, Report Writing",6,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Ethical Hacker. Skills: Kali Linux, Python, Networking, Vulnerability Assessment, Pen Testing, Report Writing. Experience: Entry-level (0-2 years). Domain: Technical"
221,Web Developer,"HTML, CSS, JavaScript, React, Node.js, API Integration, Git, Problem Solving",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Web Developer. Skills: HTML, CSS, JavaScript, React, Node.js, API Integration, Git, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
222,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX, Problem Solving, Git, Debugging",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Frontend Developer. Skills: HTML, CSS, JavaScript, React, UI/UX, Problem Solving, Git, Debugging. Experience: Entry-level (0-2 years). Domain: Technical"
223,Backend Developer,"Python, Node.js, Databases, API Development, Security, Testing, Git, Problem Solving",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Backend Developer. Skills: Python, Node.js, Databases, API Development, Security, Testing, Git, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
224,AI Research Intern,"Python, TensorFlow, PyTorch, Data Analysis, Research Methodology, Paper Reading, Problem Solving",7,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: AI Research Intern. Skills: Python, TensorFlow, PyTorch, Data Analysis, Research Methodology, Paper Reading, Problem Solving. Experience: Entry-level (0-2 years). Domain: Research"
225,Cloud Security Engineer,"AWS, Azure, Linux, Networking, Security Policies, Encryption, Scripting, Compliance",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Cloud Security Engineer. Skills: AWS, Azure, Linux, Networking, Security Policies, Encryption, Scripting, Compliance. Experience: Entry-level (0-2 years). Domain: Technical"
226,Renewable Energy Researcher,"Solar PV, Wind Turbine Design, MATLAB, Data Analysis, Simulation, Problem Solving",6,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Renewable Energy Researcher. Skills: Solar PV, Wind Turbine Design, MATLAB, Data Analysis, Simulation, Problem Solving. Experience: Entry-level (0-2 years). Domain: Electrical"
227,Structural Engineer,"AutoCAD, STAAD Pro, Structural Analysis, Material Knowledge, Safety Standards, Report Writing",6,Entry-level (0-2 years),1.0,College,Civil,XLSX,,,,0,0,0,False,"Job Role: Structural Engineer. Skills: AutoCAD, STAAD Pro, Structural Analysis, Material Knowledge, Safety Standards, Report Writing. Experience: Entry-level (0-2 years). Domain: Civil"
228,Construction Manager,"Project Management, Planning, Safety, Budgeting, Team Coordination, AutoCAD",6,Entry-level (0-2 years),1.0,College,Civil,XLSX,,,,0,0,0,False,"Job Role: Construction Manager. Skills: Project Management, Planning, Safety, Budgeting, Team Coordination, AutoCAD. Experience: Entry-level (0-2 years). Domain: Civil"
229,Environmental Scientist,"Data Analysis, GIS, Environmental Sampling, Report Writing, Observation, Research Methods",6,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Environmental Scientist. Skills: Data Analysis, GIS, Environmental Sampling, Report Writing, Observation, Research Methods. Experience: Entry-level (0-2 years). Domain: Research"
230,Oceanography Intern,"Marine Biology, Data Collection, MATLAB, Sampling, GIS, Observation, Reporting",7,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Oceanography Intern. Skills: Marine Biology, Data Collection, MATLAB, Sampling, GIS, Observation, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
231,Meteorology Intern,"Weather Data Analysis, GIS, MATLAB, Observation, Reporting, Research Methods",6,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Meteorology Intern. Skills: Weather Data Analysis, GIS, MATLAB, Observation, Reporting, Research Methods. Experience: Entry-level (0-2 years). Domain: Research"
232,AI Product Manager,"AI Concepts, Python Basics, Product Management, Communication, Requirement Gathering, Documentation",6,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: AI Product Manager. Skills: AI Concepts, Python Basics, Product Management, Communication, Requirement Gathering, Documentation. Experience: Entry-level (0-2 years). Domain: Non-Technical"
233,Business Analyst,"Excel, SQL, Requirement Gathering, Documentation, Communication, Analytical Thinking",6,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Business Analyst. Skills: Excel, SQL, Requirement Gathering, Documentation, Communication, Analytical Thinking. Experience: Entry-level (0-2 years). Domain: Finance"
234,Market Research Analyst,"Data Analysis, Excel, Surveys, Report Writing, Statistics, Communication",6,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Market Research Analyst. Skills: Data Analysis, Excel, Surveys, Report Writing, Statistics, Communication. Experience: Entry-level (0-2 years). Domain: Finance"
235,Biostatistician,"R, Statistics, Data Analysis, Excel, Reporting, Research Methods, Communication",7,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Biostatistician. Skills: R, Statistics, Data Analysis, Excel, Reporting, Research Methods, Communication. Experience: Entry-level (0-2 years). Domain: Medical"
236,Medical Lab Intern,"Sample Testing, Lab Equipment Handling, Documentation, Observation, Data Analysis",5,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Medical Lab Intern. Skills: Sample Testing, Lab Equipment Handling, Documentation, Observation, Data Analysis. Experience: Entry-level (0-2 years). Domain: Medical"
237,Pharmacy Assistant,"Drug Knowledge, Stock Management, Customer Communication, Documentation",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Pharmacy Assistant. Skills: Drug Knowledge, Stock Management, Customer Communication, Documentation. Experience: Entry-level (0-2 years). Domain: Medical"
238,Telemedicine Assistant,"Communication, Patient Interaction, Medical Terminology, Data Entry, Observation",5,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Telemedicine Assistant. Skills: Communication, Patient Interaction, Medical Terminology, Data Entry, Observation. Experience: Entry-level (0-2 years). Domain: Medical"
239,Dietician Intern,"Nutrition Knowledge, Patient Assessment, Communication, Excel, Report Writing",5,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Dietician Intern. Skills: Nutrition Knowledge, Patient Assessment, Communication, Excel, Report Writing. Experience: Entry-level (0-2 years). Domain: Medical"
240,Nutrition Assistant,"Food Analysis, Patient Counseling, Communication, Observation, Reporting",5,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Nutrition Assistant. Skills: Food Analysis, Patient Counseling, Communication, Observation, Reporting. Experience: Entry-level (0-2 years). Domain: Medical"
241,Physiotherapy Intern,"Anatomy Knowledge, Exercises, Patient Assistance, Communication, Observation",5,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Physiotherapy Intern. Skills: Anatomy Knowledge, Exercises, Patient Assistance, Communication, Observation. Experience: Entry-level (0-2 years). Domain: Medical"
242,Sports Science Intern,"Exercise Physiology, Fitness Assessment, Data Collection, Reporting, Communication",5,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Sports Science Intern. Skills: Exercise Physiology, Fitness Assessment, Data Collection, Reporting, Communication. Experience: Entry-level (0-2 years). Domain: Medical"
243,Chemical Engineer,"Process Design, MATLAB, Safety Protocols, Experimentation, Data Analysis, Problem Solving",6,Entry-level (0-2 years),1.0,College,Chemical,XLSX,,,,0,0,0,False,"Job Role: Chemical Engineer. Skills: Process Design, MATLAB, Safety Protocols, Experimentation, Data Analysis, Problem Solving. Experience: Entry-level (0-2 years). Domain: Chemical"
244,Agricultural Technician,"Crop Monitoring, Soil Testing, Irrigation Systems, Data Recording, Reporting",5,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agricultural Technician. Skills: Crop Monitoring, Soil Testing, Irrigation Systems, Data Recording, Reporting. Experience: Entry-level (0-2 years). Domain: Agriculture"
245,Agrochemical Researcher,"Chemistry, Soil Analysis, Crop Testing, Data Analysis, Reporting",5,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agrochemical Researcher. Skills: Chemistry, Soil Analysis, Crop Testing, Data Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Agriculture"
246,Dairy Farm Intern,"Animal Care, Milk Testing, Hygiene, Record Keeping, Observation",5,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Dairy Farm Intern. Skills: Animal Care, Milk Testing, Hygiene, Record Keeping, Observation. Experience: Entry-level (0-2 years). Domain: Agriculture"
247,Veterinary Intern,"Animal Care, Diagnostics, Lab Techniques, Data Recording, Observation",5,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Veterinary Intern. Skills: Animal Care, Diagnostics, Lab Techniques, Data Recording, Observation. Experience: Entry-level (0-2 years). Domain: Agriculture"
248,Horticulture Assistant,"Plant Care, Soil Testing, Pest Management, Reporting, Observation",5,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Horticulture Assistant. Skills: Plant Care, Soil Testing, Pest Management, Reporting, Observation. Experience: Entry-level (0-2 years). Domain: Agriculture"
249,Botany Research Intern,"Plant Biology, Lab Techniques, Field Data Collection, Report Writing",4,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Botany Research Intern. Skills: Plant Biology, Lab Techniques, Field Data Collection, Report Writing. Experience: Entry-level (0-2 years). Domain: Research"
250,Astronomy Research Intern,"Telescope Handling, Data Collection, MATLAB, Data Analysis, Observation",5,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Astronomy Research Intern. Skills: Telescope Handling, Data Collection, MATLAB, Data Analysis, Observation. Experience: Entry-level (0-2 years). Domain: Research"
251,Astrophysics Intern,"Data Analysis, Python, Research Papers, Observation, Simulation",5,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Astrophysics Intern. Skills: Data Analysis, Python, Research Papers, Observation, Simulation. Experience: Entry-level (0-2 years). Domain: Research"
252,Space Science Intern,"Satellite Data Analysis, MATLAB, Physics, Research Methods, Reporting",5,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Space Science Intern. Skills: Satellite Data Analysis, MATLAB, Physics, Research Methods, Reporting. Experience: Entry-level (0-2 years). Domain: Research"
253,GIS Analyst,"ArcGIS, QGIS, Data Analysis, Mapping, Reporting, Communication",6,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: GIS Analyst. Skills: ArcGIS, QGIS, Data Analysis, Mapping, Reporting, Communication. Experience: Entry-level (0-2 years). Domain: Technical"
254,Remote Sensing Intern,"GIS, Image Processing, MATLAB, Data Analysis, Report Writing",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Remote Sensing Intern. Skills: GIS, Image Processing, MATLAB, Data Analysis, Report Writing. Experience: Entry-level (0-2 years). Domain: Technical"
255,Urban Planning Intern,"AutoCAD, GIS, Data Analysis, Planning Principles, Reporting, Communication",6,Entry-level (0-2 years),1.0,College,Civil,XLSX,,,,0,0,0,False,"Job Role: Urban Planning Intern. Skills: AutoCAD, GIS, Data Analysis, Planning Principles, Reporting, Communication. Experience: Entry-level (0-2 years). Domain: Civil"
256,Interior Architecture Intern,"CAD, Design Principles, Creativity, Visualization, Documentation, Presentation",6,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Interior Architecture Intern. Skills: CAD, Design Principles, Creativity, Visualization, Documentation, Presentation. Experience: Entry-level (0-2 years). Domain: Non-Technical"
257,Journalism Intern,"Writing, Editing, Reporting, Research, Photography, Communication, Storytelling",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Journalism Intern. Skills: Writing, Editing, Reporting, Research, Photography, Communication, Storytelling. Experience: Entry-level (0-2 years). Domain: Non-Technical"
258,Public Relations Intern,"Communication, Event Management, Social Media, Writing, Coordination, Creativity",6,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Public Relations Intern. Skills: Communication, Event Management, Social Media, Writing, Coordination, Creativity. Experience: Entry-level (0-2 years). Domain: Non-Technical"
259,NGO Intern,"Social Work, Data Collection, Communication, Documentation, Awareness Programs",5,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: NGO Intern. Skills: Social Work, Data Collection, Communication, Documentation, Awareness Programs. Experience: Entry-level (0-2 years). Domain: Non-Technical"
260,Psychology Intern,"Research, Observation, Data Analysis, Reporting, Communication, Counseling Basics",6,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Psychology Intern. Skills: Research, Observation, Data Analysis, Reporting, Communication, Counseling Basics. Experience: Entry-level (0-2 years). Domain: Non-Technical"
261,Teaching Assistant,"Subject Knowledge, Communication, Classroom Assistance, Report Writing, Patience",5,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Teaching Assistant. Skills: Subject Knowledge, Communication, Classroom Assistance, Report Writing, Patience. Experience: Entry-level (0-2 years). Domain: Non-Technical"
262,Junior Web Developer,"HTML, CSS, JavaScript, Basic Git, Debugging, Problem Solving",6,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Junior Web Developer. Skills: HTML, CSS, JavaScript, Basic Git, Debugging, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
263,Junior App Developer,"Java, Kotlin, Android Studio, Git, Debugging, Problem Solving",6,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Junior App Developer. Skills: Java, Kotlin, Android Studio, Git, Debugging, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
264,IT Support Intern,"Windows/Linux, Troubleshooting, Networking Basics, Communication, Ticketing",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: IT Support Intern. Skills: Windows/Linux, Troubleshooting, Networking Basics, Communication, Ticketing. Experience: Entry-level (0-2 years). Domain: Technical"
265,Data Entry Assistant,"Excel, Typing, Attention to Detail, Basic Database Knowledge",4,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Data Entry Assistant. Skills: Excel, Typing, Attention to Detail, Basic Database Knowledge. Experience: Entry-level (0-2 years). Domain: Non-Technical"
266,Social Media Intern,"Content Creation, Canva, Communication, Scheduling, Basic Analytics",5,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Social Media Intern. Skills: Content Creation, Canva, Communication, Scheduling, Basic Analytics. Experience: Entry-level (0-2 years). Domain: Non-Technical"
267,Content Writer Intern,"Writing, Research, Grammar, Creativity, SEO Basics",5,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Content Writer Intern. Skills: Writing, Research, Grammar, Creativity, SEO Basics. Experience: Entry-level (0-2 years). Domain: Non-Technical"
268,Graphic Design Intern,"Photoshop, Illustrator, Creativity, Typography, Layout Design",5,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Graphic Design Intern. Skills: Photoshop, Illustrator, Creativity, Typography, Layout Design. Experience: Entry-level (0-2 years). Domain: Non-Technical"
269,Video Editing Intern,"Premiere Pro, After Effects, Creativity, Storytelling, Audio Editing",5,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Video Editing Intern. Skills: Premiere Pro, After Effects, Creativity, Storytelling, Audio Editing. Experience: Entry-level (0-2 years). Domain: Non-Technical"
270,Animation Intern,"Blender, Maya, 3D Modeling, Storyboarding, Creativity",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Animation Intern. Skills: Blender, Maya, 3D Modeling, Storyboarding, Creativity. Experience: Entry-level (0-2 years). Domain: Technical"
271,Game Developer Intern,"Unity, C#, 3D Modeling, Logic, Problem Solving, Git",6,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Game Developer Intern. Skills: Unity, C#, 3D Modeling, Logic, Problem Solving, Git. Experience: Entry-level (0-2 years). Domain: Technical"
272,Blockchain Intern,"Solidity, Ethereum, Smart Contracts, Git, Problem Solving",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Blockchain Intern. Skills: Solidity, Ethereum, Smart Contracts, Git, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
273,IoT Developer,"Arduino, Raspberry Pi, Sensors, Python, Networking, Data Logging",6,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: IoT Developer. Skills: Arduino, Raspberry Pi, Sensors, Python, Networking, Data Logging. Experience: Entry-level (0-2 years). Domain: Technical"
274,Hardware Engineer,"Circuit Design, PCB, Microcontrollers, Soldering, Testing",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Hardware Engineer. Skills: Circuit Design, PCB, Microcontrollers, Soldering, Testing. Experience: Entry-level (0-2 years). Domain: Technical"
275,Embedded Systems Intern,"C/C++, Microcontrollers, Sensors, RTOS Basics, Debugging",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Embedded Systems Intern. Skills: C/C++, Microcontrollers, Sensors, RTOS Basics, Debugging. Experience: Entry-level (0-2 years). Domain: Technical"
276,Mechanical Design Intern,"CAD, SolidWorks, Material Knowledge, Stress Analysis, Problem Solving",5,Entry-level (0-2 years),1.0,College,Mechanical,XLSX,,,,0,0,0,False,"Job Role: Mechanical Design Intern. Skills: CAD, SolidWorks, Material Knowledge, Stress Analysis, Problem Solving. Experience: Entry-level (0-2 years). Domain: Mechanical"
277,Electrical Design Intern,"Circuit Design, MATLAB, AutoCAD Electrical, Testing, Simulation",5,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Electrical Design Intern. Skills: Circuit Design, MATLAB, AutoCAD Electrical, Testing, Simulation. Experience: Entry-level (0-2 years). Domain: Electrical"
278,Electronics Lab Intern,"Soldering, Circuit Testing, Multimeter Usage, Problem Solving",4,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Electronics Lab Intern. Skills: Soldering, Circuit Testing, Multimeter Usage, Problem Solving. Experience: Entry-level (0-2 years). Domain: Electrical"
279,Renewable Energy Intern,"Solar Panel Basics, Wind Turbine Basics, MATLAB, Data Collection",4,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Renewable Energy Intern. Skills: Solar Panel Basics, Wind Turbine Basics, MATLAB, Data Collection. Experience: Entry-level (0-2 years). Domain: Electrical"
280,QA Tester Intern,"Manual Testing, Bug Reporting, Test Cases, Communication, Attention to Detail",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: QA Tester Intern. Skills: Manual Testing, Bug Reporting, Test Cases, Communication, Attention to Detail. Experience: Entry-level (0-2 years). Domain: Technical"
281,Mobile App QA,"Manual Testing, Test Plans, Documentation, Communication, Android/iOS Basics",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Mobile App QA. Skills: Manual Testing, Test Plans, Documentation, Communication, Android/iOS Basics. Experience: Entry-level (0-2 years). Domain: Technical"
282,AI/ML Intern,"Python, TensorFlow, Scikit-learn, Data Analysis, Algorithms",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: AI/ML Intern. Skills: Python, TensorFlow, Scikit-learn, Data Analysis, Algorithms. Experience: Entry-level (0-2 years). Domain: Technical"
283,Data Analyst Intern,"Excel, Python, SQL, Tableau, Data Visualization, Reporting",6,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Data Analyst Intern. Skills: Excel, Python, SQL, Tableau, Data Visualization, Reporting. Experience: Entry-level (0-2 years). Domain: Finance"
284,Financial Analyst Intern,"Excel, Accounting Basics, Finance Knowledge, Data Analysis, Reporting",5,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Financial Analyst Intern. Skills: Excel, Accounting Basics, Finance Knowledge, Data Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Finance"
285,Accounting Intern,"Excel, Tally, Accounting Principles, Reporting, Attention to Detail",5,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Accounting Intern. Skills: Excel, Tally, Accounting Principles, Reporting, Attention to Detail. Experience: Entry-level (0-2 years). Domain: Finance"
286,Banking Intern,"Communication, Excel, Financial Literacy, Data Entry, Customer Service",5,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Banking Intern. Skills: Communication, Excel, Financial Literacy, Data Entry, Customer Service. Experience: Entry-level (0-2 years). Domain: Finance"
