Job_ID,Job_Role,Skills,Skills_Normalised,Skills_List,Projects,Companies,Domain,Target_Students,Experience_Label,Experience_Level,Salary_Range,Salary_Min,Salary_Max,Salary_Avg,Has_Salary_Data,Skill_Count,Skill_Count_Outlier,Embedding_Text
269,Video Editing Intern,"Premiere Pro, After Effects, Creativity, Storytelling, Audio Editing",premiere pro | after effects | creativity | storytelling | audio editing,"[""premiere pro"", ""after effects"", ""creativity"", ""storytelling"", ""audio editing""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Video Editing Intern. Skills: Premiere Pro, After Effects, Creativity, Storytelling, Audio Editing. Experience: Entry-level (0-2 years)"
270,Animation Intern,"Blender, Maya, 3D Modeling, Storyboarding, Creativity",blender | maya | 3d modeling | storyboarding | creativity,"[""blender"", ""maya"", ""3d modeling"", ""storyboarding"", ""creativity""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Animation Intern. Skills: Blender, Maya, 3D Modeling, Storyboarding, Creativity. Experience: Entry-level (0-2 years)"
271,Game Developer Intern,"Unity, C#, 3D Modeling, Logic, Problem Solving, Git",unity | c# | 3d modeling | logic | problem solving | git,"[""unity"", ""c#"", ""3d modeling"", ""logic"", ""problem solving"", ""git""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Game Developer Intern. Skills: Unity, C#, 3D Modeling, Logic, Problem Solving, Git. Experience: Entry-level (0-2 years)"
272,Blockchain Intern,"Solidity, Ethereum, Smart Contracts, Git, Problem Solving",solidity | ethereum | smart contracts | git | problem solving,"[""solidity"", ""ethereum"", ""smart contracts"", ""git"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Blockchain Intern. Skills: Solidity, Ethereum, Smart Contracts, Git, Problem Solving. Experience: Entry-level (0-2 years)"
273,Iot Developer,"Arduino, Raspberry Pi, Sensors, Python, Networking, Data Logging",arduino | raspberry pi | sensors | python | networking | data logging,"[""arduino"", ""raspberry pi"", ""sensors"", ""python"", ""networking"", ""data logging""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Iot Developer. Skills: Arduino, Raspberry Pi, Sensors, Python, Networking, Data Logging. Experience: Entry-level (0-2 years)"
274,Hardware Engineer,"Circuit Design, PCB, Microcontrollers, Soldering, Testing",circuit design | pcb | microcontrollers | soldering | testing,"[""circuit design"", ""pcb"", ""microcontrollers"", ""soldering"", ""testing""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Hardware Engineer. Skills: Circuit Design, PCB, Microcontrollers, Soldering, Testing. Experience: Entry-level (0-2 years)"
275,Embedded Systems Intern,"C/C++, Microcontrollers, Sensors, RTOS Basics, Debugging",c/c++ | microcontrollers | sensors | rtos basics | debugging,"[""c/c++"", ""microcontrollers"", ""sensors"", ""rtos basics"", ""debugging""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Embedded Systems Intern. Skills: C/C++, Microcontrollers, Sensors, RTOS Basics, Debugging. Experience: Entry-level (0-2 years)"
276,Mechanical Design Intern,"CAD, SolidWorks, Material Knowledge, Stress Analysis, Problem Solving",cad design | solidworks | material knowledge | stress analysis | problem solving,"[""cad design"", ""solidworks"", ""material knowledge"", ""stress analysis"", ""problem solving""]",,,Mechanical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Mechanical Design Intern. Skills: CAD, SolidWorks, Material Knowledge, Stress Analysis, Problem Solving. Experience: Entry-level (0-2 years)"
277,Electrical Design Intern,"Circuit Design, MATLAB, AutoCAD Electrical, Testing, Simulation",circuit design | matlab | autocad electrical | testing | simulation,"[""circuit design"", ""matlab"", ""autocad electrical"", ""testing"", ""simulation""]",,,Electrical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Electrical Design Intern. Skills: Circuit Design, MATLAB, AutoCAD Electrical, Testing, Simulation. Experience: Entry-level (0-2 years)"
278,Electronics Lab Intern,"Soldering, Circuit Testing, Multimeter Usage, Problem Solving",soldering | circuit testing | multimeter usage | problem solving,"[""soldering"", ""circuit testing"", ""multimeter usage"", ""problem solving""]",,,Electrical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Electronics Lab Intern. Skills: Soldering, Circuit Testing, Multimeter Usage, Problem Solving. Experience: Entry-level (0-2 years)"
279,Renewable Energy Intern,"Solar Panel Basics, Wind Turbine Basics, MATLAB, Data Collection",solar panel basics | wind turbine basics | matlab | data collection,"[""solar panel basics"", ""wind turbine basics"", ""matlab"", ""data collection""]",,,Electrical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Renewable Energy Intern. Skills: Solar Panel Basics, Wind Turbine Basics, MATLAB, Data Collection. Experience: Entry-level (0-2 years)"
280,Qa Tester Intern,"Manual Testing, Bug Reporting, Test Cases, Communication, Attention to Detail",manual testing | bug reporting | test cases | communication | attention to detail,"[""manual testing"", ""bug reporting"", ""test cases"", ""communication"", ""attention to detail""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Qa Tester Intern. Skills: Manual Testing, Bug Reporting, Test Cases, Communication, Attention to Detail. Experience: Entry-level (0-2 years)"
281,Mobile App Qa,"Manual Testing, Test Plans, Documentation, Communication, Android/iOS Basics",manual testing | test plans | documentation | communication | android/ios basics,"[""manual testing"", ""test plans"", ""documentation"", ""communication"", ""android/ios basics""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Mobile App Qa. Skills: Manual Testing, Test Plans, Documentation, Communication, Android/iOS Basics. Experience: Entry-level (0-2 years)"
282,Ai/Ml Intern,"Python, TensorFlow, Scikit-learn, Data Analysis, Algorithms",python | tensorflow | scikit learn | data analysis | algorithms,"[""python"", ""tensorflow"", ""scikit learn"", ""data analysis"", ""algorithms""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Ai/Ml Intern. Skills: Python, TensorFlow, Scikit-learn, Data Analysis, Algorithms. Experience: Entry-level (0-2 years)"
283,Data Analyst Intern,"Excel, Python, SQL, Tableau, Data Visualization, Reporting",excel | python | sql | tableau | data visualization | reporting,"[""excel"", ""python"", ""sql"", ""tableau"", ""data visualization"", ""reporting""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Data Analyst Intern. Skills: Excel, Python, SQL, Tableau, Data Visualization, Reporting. Experience: Entry-level (0-2 years)"
284,Financial Analyst Intern,"Excel, Accounting Basics, Finance Knowledge, Data Analysis, Reporting",excel | accounting basics | finance knowledge | data analysis | reporting,"[""excel"", ""accounting basics"", ""finance knowledge"", ""data analysis"", ""reporting""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Financial Analyst Intern. Skills: Excel, Accounting Basics, Finance Knowledge, Data Analysis, Reporting. Experience: Entry-level (0-2 years)"
285,Accounting Intern,"Excel, Tally, Accounting Principles, Reporting, Attention to Detail",excel | tally | accounting principles | reporting | attention to detail,"[""excel"", ""tally"", ""accounting principles"", ""reporting"", ""attention to detail""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Accounting Intern. Skills: Excel, Tally, Accounting Principles, Reporting, Attention to Detail. Experience: Entry-level (0-2 years)"
286,Banking Intern,"Communication, Excel, Financial Literacy, Data Entry, Customer Service",communication | excel | financial literacy | data entry | customer service,"[""communication"", ""excel"", ""financial literacy"", ""data entry"", ""customer service""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Banking Intern. Skills: Communication, Excel, Financial Literacy, Data Entry, Customer Service. Experience: Entry-level (0-2 years)"
287,Economics Research Intern,"Data Analysis, Excel, R, Research Methods, Reporting",data analysis | excel | r | research methods | reporting,"[""data analysis"", ""excel"", ""r"", ""research methods"", ""reporting""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Economics Research Intern. Skills: Data Analysis, Excel, R, Research Methods, Reporting. Experience: Entry-level (0-2 years)"
288,Stock Market Intern,"Excel, Trading Platforms, Financial Analysis, Data Interpretation",excel | trading platforms | financial analysis | data interpretation,"[""excel"", ""trading platforms"", ""financial analysis"", ""data interpretation""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Stock Market Intern. Skills: Excel, Trading Platforms, Financial Analysis, Data Interpretation. Experience: Entry-level (0-2 years)"
289,Insurance Intern,"Communication, Excel, Insurance Knowledge, Data Entry, Reporting",communication | excel | insurance knowledge | data entry | reporting,"[""communication"", ""excel"", ""insurance knowledge"", ""data entry"", ""reporting""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Insurance Intern. Skills: Communication, Excel, Insurance Knowledge, Data Entry, Reporting. Experience: Entry-level (0-2 years)"
290,Agricultural Research Intern,"Crop Study, Data Collection, Soil Testing, Reporting, Observation",crop study | data collection | soil testing | reporting | observation,"[""crop study"", ""data collection"", ""soil testing"", ""reporting"", ""observation""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Agricultural Research Intern. Skills: Crop Study, Data Collection, Soil Testing, Reporting, Observation. Experience: Entry-level (0-2 years)"
291,Food Technology Intern,"Food Analysis, Lab Testing, Data Collection, Reporting",food analysis | lab testing | data collection | reporting,"[""food analysis"", ""lab testing"", ""data collection"", ""reporting""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Food Technology Intern. Skills: Food Analysis, Lab Testing, Data Collection, Reporting. Experience: Entry-level (0-2 years)"
292,Veterinary Research Intern,"Animal Health, Lab Techniques, Data Analysis, Reporting",animal health | lab techniques | data analysis | reporting,"[""animal health"", ""lab techniques"", ""data analysis"", ""reporting""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Veterinary Research Intern. Skills: Animal Health, Lab Techniques, Data Analysis, Reporting. Experience: Entry-level (0-2 years)"
293,Bioinformatics Intern,"Python, R, Data Analysis, Genomics, Research Methods",python | r | data analysis | genomics | research methods,"[""python"", ""r"", ""data analysis"", ""genomics"", ""research methods""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Bioinformatics Intern. Skills: Python, R, Data Analysis, Genomics, Research Methods. Experience: Entry-level (0-2 years)"
294,Chemistry Lab Intern,"Lab Techniques, Safety, Data Recording, Analysis, Reporting",lab techniques | safety | data recording | analysis | reporting,"[""lab techniques"", ""safety"", ""data recording"", ""analysis"", ""reporting""]",,,Chemical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Chemistry Lab Intern. Skills: Lab Techniques, Safety, Data Recording, Analysis, Reporting. Experience: Entry-level (0-2 years)"
295,Physics Lab Intern,"Experimentation, Data Recording, MATLAB, Analysis, Reporting",experimentation | data recording | matlab | analysis | reporting,"[""experimentation"", ""data recording"", ""matlab"", ""analysis"", ""reporting""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Physics Lab Intern. Skills: Experimentation, Data Recording, MATLAB, Analysis, Reporting. Experience: Entry-level (0-2 years)"
296,Math Research Intern,"Statistics, Excel, R, Problem Solving, Reporting",statistics | excel | r | problem solving | reporting,"[""statistics"", ""excel"", ""r"", ""problem solving"", ""reporting""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Math Research Intern. Skills: Statistics, Excel, R, Problem Solving, Reporting. Experience: Entry-level (0-2 years)"
297,Psychology Research Intern,"Research Methods, Observation, Data Analysis, Reporting",research methods | observation | data analysis | reporting,"[""research methods"", ""observation"", ""data analysis"", ""reporting""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Psychology Research Intern. Skills: Research Methods, Observation, Data Analysis, Reporting. Experience: Entry-level (0-2 years)"
298,Sociology Intern,"Surveys, Data Analysis, Report Writing, Observation",surveys | data analysis | report writing | observation,"[""surveys"", ""data analysis"", ""report writing"", ""observation""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Sociology Intern. Skills: Surveys, Data Analysis, Report Writing, Observation. Experience: Entry-level (0-2 years)"
299,School Coding Intern,"Scratch, Python Basics, Logical Thinking, Problem Solving",scratch | python basics | logical thinking | problem solving,"[""scratch"", ""python basics"", ""logical thinking"", ""problem solving""]",,,Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Coding Intern. Skills: Scratch, Python Basics, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years)"
300,Science Project Intern,"Basic Experiments, Observation, Reporting, Safety",basic experiments | observation | reporting | safety,"[""basic experiments"", ""observation"", ""reporting"", ""safety""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Science Project Intern. Skills: Basic Experiments, Observation, Reporting, Safety. Experience: Entry-level (0-2 years)"
301,Math Tutor Intern,"Mathematics Knowledge, Communication, Teaching Skills, Patience",mathematics knowledge | communication | teaching skills | patience,"[""mathematics knowledge"", ""communication"", ""teaching skills"", ""patience""]",,,Non-Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Math Tutor Intern. Skills: Mathematics Knowledge, Communication, Teaching Skills, Patience. Experience: Entry-level (0-2 years)"
302,Art & Craft Intern,"Drawing, Painting, Creativity, Attention to Detail",drawing | painting | creativity | attention to detail,"[""drawing"", ""painting"", ""creativity"", ""attention to detail""]",,,Non-Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Art & Craft Intern. Skills: Drawing, Painting, Creativity, Attention to Detail. Experience: Entry-level (0-2 years)"
303,Creative Writing Intern,"Writing, Grammar, Creativity, Storytelling, Communication",writing | grammar | creativity | storytelling | communication,"[""writing"", ""grammar"", ""creativity"", ""storytelling"", ""communication""]",,,Non-Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Creative Writing Intern. Skills: Writing, Grammar, Creativity, Storytelling, Communication. Experience: Entry-level (0-2 years)"
304,Robotics For Kids,"LEGO Mindstorms, Sensors, Logic, Problem Solving, Creativity",lego mindstorms | sensors | logic | problem solving | creativity,"[""lego mindstorms"", ""sensors"", ""logic"", ""problem solving"", ""creativity""]",,,Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Robotics For Kids. Skills: LEGO Mindstorms, Sensors, Logic, Problem Solving, Creativity. Experience: Entry-level (0-2 years)"
305,Animation For Kids,"Basic 2D/3D Animation, Creativity, Storyboarding",basic 2d/3d animation | creativity | storyboarding,"[""basic 2d/3d animation"", ""creativity"", ""storyboarding""]",,,Creative,School,Entry-level (0-2 years),1.0,,0,0,0,False,3,False,"Job Role: Animation For Kids. Skills: Basic 2D/3D Animation, Creativity, Storyboarding. Experience: Entry-level (0-2 years)"
306,Environmental Club Intern,"Awareness Programs, Reporting, Data Collection, Teamwork",awareness programs | reporting | data collection | teamwork,"[""awareness programs"", ""reporting"", ""data collection"", ""teamwork""]",,,Non-Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Environmental Club Intern. Skills: Awareness Programs, Reporting, Data Collection, Teamwork. Experience: Entry-level (0-2 years)"
307,School Astronomy Intern,"Observation, Telescope Basics, Data Recording, Reporting",observation | telescope basics | data recording | reporting,"[""observation"", ""telescope basics"", ""data recording"", ""reporting""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Astronomy Intern. Skills: Observation, Telescope Basics, Data Recording, Reporting. Experience: Entry-level (0-2 years)"
308,School Biology Intern,"Plant/Animal Study, Data Collection, Observation, Reporting",plant/animal study | data collection | observation | reporting,"[""plant/animal study"", ""data collection"", ""observation"", ""reporting""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Biology Intern. Skills: Plant/Animal Study, Data Collection, Observation, Reporting. Experience: Entry-level (0-2 years)"
309,School Chemistry Intern,"Simple Lab Experiments, Safety, Observation, Data Recording",simple lab experiments | safety | observation | data recording,"[""simple lab experiments"", ""safety"", ""observation"", ""data recording""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Chemistry Intern. Skills: Simple Lab Experiments, Safety, Observation, Data Recording. Experience: Entry-level (0-2 years)"
310,School Physics Intern,"Experiments, Observation, Data Recording, Reporting",experiments | observation | data recording | reporting,"[""experiments"", ""observation"", ""data recording"", ""reporting""]",,,Research,School,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: School Physics Intern. Skills: Experiments, Observation, Data Recording, Reporting. Experience: Entry-level (0-2 years)"
311,School Coding & Robotics,"Scratch, Arduino Basics, Logic, Creativity, Problem Solving",scratch | arduino basics | logic | creativity | problem solving,"[""scratch"", ""arduino basics"", ""logic"", ""creativity"", ""problem solving""]",,,Technical,School,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: School Coding & Robotics. Skills: Scratch, Arduino Basics, Logic, Creativity, Problem Solving. Experience: Entry-level (0-2 years)"
312,Mechanical Design Engineer,"CAD, SolidWorks, AutoCAD, Material Science, Stress Analysis, Problem Solving",cad design | solidworks | autocad | material science | stress analysis | problem solving,"[""cad design"", ""solidworks"", ""autocad"", ""material science"", ""stress analysis"", ""problem solving""]",,,Mechanical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Mechanical Design Engineer. Skills: CAD, SolidWorks, AutoCAD, Material Science, Stress Analysis, Problem Solving. Experience: Entry-level (0-2 years)"
313,Automotive Intern,"Vehicle Mechanics, CAD, Diagnostics, Data Collection, Problem Solving",vehicle mechanics | cad design | diagnostics | data collection | problem solving,"[""vehicle mechanics"", ""cad design"", ""diagnostics"", ""data collection"", ""problem solving""]",,,Mechanical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Automotive Intern. Skills: Vehicle Mechanics, CAD, Diagnostics, Data Collection, Problem Solving. Experience: Entry-level (0-2 years)"
314,Aerospace Engineering Intern,"Aerodynamics, CAD, MATLAB, Simulation, Propulsion Basics",aerodynamics | cad design | matlab | simulation | propulsion basics,"[""aerodynamics"", ""cad design"", ""matlab"", ""simulation"", ""propulsion basics""]",,,Aerospace,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Aerospace Engineering Intern. Skills: Aerodynamics, CAD, MATLAB, Simulation, Propulsion Basics. Experience: Entry-level (0-2 years)"
315,Aeronautical Design Intern,"Aerodynamics, CAD, Flight Mechanics, Simulation, Problem Solving",aerodynamics | cad design | flight mechanics | simulation | problem solving,"[""aerodynamics"", ""cad design"", ""flight mechanics"", ""simulation"", ""problem solving""]",,,Aeronautical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Aeronautical Design Intern. Skills: Aerodynamics, CAD, Flight Mechanics, Simulation, Problem Solving. Experience: Entry-level (0-2 years)"
316,Avionics Intern,"Embedded Systems, Circuit Design, Sensors, MATLAB, Problem Solving",embedded systems | circuit design | sensors | matlab | problem solving,"[""embedded systems"", ""circuit design"", ""sensors"", ""matlab"", ""problem solving""]",,,Aeronautical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Avionics Intern. Skills: Embedded Systems, Circuit Design, Sensors, MATLAB, Problem Solving. Experience: Entry-level (0-2 years)"
317,Electrical Power Intern,"Circuit Analysis, MATLAB, Power Systems, Simulation, Testing",circuit analysis | matlab | power systems | simulation | testing,"[""circuit analysis"", ""matlab"", ""power systems"", ""simulation"", ""testing""]",,,Electrical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Electrical Power Intern. Skills: Circuit Analysis, MATLAB, Power Systems, Simulation, Testing. Experience: Entry-level (0-2 years)"
318,Control Systems Intern,"MATLAB, Simulink, PID Control, Sensors, Problem Solving",matlab | simulink | pid control | sensors | problem solving,"[""matlab"", ""simulink"", ""pid control"", ""sensors"", ""problem solving""]",,,Electrical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Control Systems Intern. Skills: MATLAB, Simulink, PID Control, Sensors, Problem Solving. Experience: Entry-level (0-2 years)"
319,Instrumentation Intern,"Sensors, Measurement Systems, Calibration, Data Logging, Analysis",sensors | measurement systems | calibration | data logging | analysis,"[""sensors"", ""measurement systems"", ""calibration"", ""data logging"", ""analysis""]",,,Electrical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Instrumentation Intern. Skills: Sensors, Measurement Systems, Calibration, Data Logging, Analysis. Experience: Entry-level (0-2 years)"
320,Biomedical Intern,"Anatomy Basics, Lab Techniques, Data Analysis, Reporting",anatomy basics | lab techniques | data analysis | reporting,"[""anatomy basics"", ""lab techniques"", ""data analysis"", ""reporting""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Biomedical Intern. Skills: Anatomy Basics, Lab Techniques, Data Analysis, Reporting. Experience: Entry-level (0-2 years)"
321,Medical Lab Intern,"Lab Testing, Sample Collection, Data Recording, Reporting, Safety",lab testing | sample collection | data recording | reporting | safety,"[""lab testing"", ""sample collection"", ""data recording"", ""reporting"", ""safety""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Medical Lab Intern. Skills: Lab Testing, Sample Collection, Data Recording, Reporting, Safety. Experience: Entry-level (0-2 years)"
322,Pharmacy Intern,"Drug Knowledge, Lab Techniques, Data Entry, Reporting",drug knowledge | lab techniques | data entry | reporting,"[""drug knowledge"", ""lab techniques"", ""data entry"", ""reporting""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Pharmacy Intern. Skills: Drug Knowledge, Lab Techniques, Data Entry, Reporting. Experience: Entry-level (0-2 years)"
323,Nursing Intern,"Patient Care, Monitoring, Communication, Documentation",patient care | monitoring | communication | documentation,"[""patient care"", ""monitoring"", ""communication"", ""documentation""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Nursing Intern. Skills: Patient Care, Monitoring, Communication, Documentation. Experience: Entry-level (0-2 years)"
324,Dietician Intern,"Nutrition Knowledge, Data Analysis, Reporting, Communication",nutrition knowledge | data analysis | reporting | communication,"[""nutrition knowledge"", ""data analysis"", ""reporting"", ""communication""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Dietician Intern. Skills: Nutrition Knowledge, Data Analysis, Reporting, Communication. Experience: Entry-level (0-2 years)"
325,Hospital Admin Intern,"Communication, Scheduling, Record Keeping, Coordination",communication | scheduling | record keeping | coordination,"[""communication"", ""scheduling"", ""record keeping"", ""coordination""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Hospital Admin Intern. Skills: Communication, Scheduling, Record Keeping, Coordination. Experience: Entry-level (0-2 years)"
326,Clinical Research Intern,"Research Methods, Data Analysis, Lab Skills, Documentation",research methods | data analysis | lab skills | documentation,"[""research methods"", ""data analysis"", ""lab skills"", ""documentation""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Clinical Research Intern. Skills: Research Methods, Data Analysis, Lab Skills, Documentation. Experience: Entry-level (0-2 years)"
327,Biotech Intern,"Lab Techniques, Data Analysis, Research Methods, Reporting",lab techniques | data analysis | research methods | reporting,"[""lab techniques"", ""data analysis"", ""research methods"", ""reporting""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Biotech Intern. Skills: Lab Techniques, Data Analysis, Research Methods, Reporting. Experience: Entry-level (0-2 years)"
328,Genetic Research Intern,"DNA Analysis, Lab Techniques, Data Recording, Bioinformatics Basics",dna analysis | lab techniques | data recording | bioinformatics basics,"[""dna analysis"", ""lab techniques"", ""data recording"", ""bioinformatics basics""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Genetic Research Intern. Skills: DNA Analysis, Lab Techniques, Data Recording, Bioinformatics Basics. Experience: Entry-level (0-2 years)"
329,Renewable Energy Research,"Solar, Wind Basics, MATLAB, Data Analysis, Reporting",solar | wind basics | matlab | data analysis | reporting,"[""solar"", ""wind basics"", ""matlab"", ""data analysis"", ""reporting""]",,,Electrical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Renewable Energy Research. Skills: Solar, Wind Basics, MATLAB, Data Analysis, Reporting. Experience: Entry-level (0-2 years)"
330,Robotics Research Intern,"Arduino, Sensors, Python/C++, Data Logging, Problem Solving",arduino | sensors | python/c++ | data logging | problem solving,"[""arduino"", ""sensors"", ""python/c++"", ""data logging"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Robotics Research Intern. Skills: Arduino, Sensors, Python/C++, Data Logging, Problem Solving. Experience: Entry-level (0-2 years)"
331,Ai Research Intern,"Python, TensorFlow, Scikit-learn, Data Analysis, Research",python | tensorflow | scikit learn | data analysis | research,"[""python"", ""tensorflow"", ""scikit learn"", ""data analysis"", ""research""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Ai Research Intern. Skills: Python, TensorFlow, Scikit-learn, Data Analysis, Research. Experience: Entry-level (0-2 years)"
332,Machine Learning Intern,"Python, Data Analysis, Regression, Classification, Algorithms",python | data analysis | regression | classification | algorithms,"[""python"", ""data analysis"", ""regression"", ""classification"", ""algorithms""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Machine Learning Intern. Skills: Python, Data Analysis, Regression, Classification, Algorithms. Experience: Entry-level (0-2 years)"
333,Data Science Intern,"Python, R, SQL, Tableau, Data Cleaning, Analysis",python | r | sql | tableau | data cleaning | analysis,"[""python"", ""r"", ""sql"", ""tableau"", ""data cleaning"", ""analysis""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Data Science Intern. Skills: Python, R, SQL, Tableau, Data Cleaning, Analysis. Experience: Entry-level (0-2 years)"
334,Software Qa Intern,"Manual Testing, Test Cases, Bug Tracking, Reporting",manual testing | test cases | bug tracking | reporting,"[""manual testing"", ""test cases"", ""bug tracking"", ""reporting""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Software Qa Intern. Skills: Manual Testing, Test Cases, Bug Tracking, Reporting. Experience: Entry-level (0-2 years)"
335,Cloud Computing Intern,"AWS Basics, Python, Networking, Virtual Machines, Problem Solving",aws basics | python | networking | virtual machines | problem solving,"[""aws basics"", ""python"", ""networking"", ""virtual machines"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Cloud Computing Intern. Skills: AWS Basics, Python, Networking, Virtual Machines, Problem Solving. Experience: Entry-level (0-2 years)"
336,Cybersecurity Intern,"Networking, Python, Security Basics, Vulnerability Analysis",networking | python | security basics | vulnerability analysis,"[""networking"", ""python"", ""security basics"", ""vulnerability analysis""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Cybersecurity Intern. Skills: Networking, Python, Security Basics, Vulnerability Analysis. Experience: Entry-level (0-2 years)"
